date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
3/5/2011,: bryan hull 11/27/2000 04:10 pm,0,5,32.0,6.4,6.0
12/23/2010,"please put name list attend forum wednesday , january 26. thanks .",1,4,66.0,16.5,12.0
11/2/2010,want go austin tonight ? extra ticket game tomorrow . back houston 5 tomorrow . let know . eric,1,7,95.0,13.571428571428571,19.0
10/29/2010,want bid $ 21 kyle brady,1,7,24.0,3.4285714285714284,6.0
7/16/2010,"think michael girlfriend going come well thinking going somewhere afterwards . , ya 'll come pappasitos kirby richmond ?",1,2,120.0,60.0,19.0
2/19/2011,"dear harry , hi . long time since heard . thing fine end . became father second time . daughter born u 31st january . mother baby fine . yet finalise name . . reply love , mukul murarka",1,5,185.0,37.0,39.0
6/17/2011,"draft copy global standard report , primarily ena , september 2000. please review provide comment . thanks , mike",1,3,113.0,37.666666666666664,19.0
7/11/2011,still want go lunch ? call . thanks lynn ( 7637 ),1,1,49.0,49.0,12.0
12/31/2010,"new product day product like current katy hsc pool product , fixed price product next day gas delivered corpus location . call question . x3-0977 dale neuner 04/03/2000 04:35 pm",1,6,177.0,29.5,30.0
9/19/2011,- apr12 $ 12.jpg - apr12 $ 11.jpg - apr12 $ 10.jpg - apr12 $ 08.jpg,0,6,67.0,11.166666666666666,16.0
6/10/2010,"asked assistant patti help setting meeting next week asked arrange lunch brent , plus time two u get together . continuing worldwide operations/controls review request two rick 's ( causey buy ) . include look continental power , uk power , uk gas global product . look sometime april date , however , next week . -- sally barry pearce 03/14/2000 08:29",1,4,352.0,88.0,62.0
6/6/2011,,0,5,,,
4/21/2010,looked draft fundamental operating standard . think good worried completeness ( missing ) . one thing occurs logistics somehow reconciling planned physical activity scheduled activity actual recorded settled activity . covered somehow ? ? hope well .,1,5,250.0,50.0,37.0
9/18/2010,"fine , shanna , might little uncomfortable 3 u '' larry w. bass '' < lwbthemarine @ bigplanet.com > 08/28/2000 02:59:39 pm",-1,4,122.0,30.5,22.0
12/6/2011,well ? enron north america corp. : brenda f herod 01/04/2001 02:22 pm,1,2,69.0,34.5,13.0
4/23/2010,received executed eei master power purchase sale agreement dated 8/14/2001 referenced cp . copy scanned livellink .,1,3,115.0,38.333333333333336,17.0
3/2/2011,natalie mahdi also informed accepted offer ! please call ( 512/385-0393 n.mahdi @ mail.utexas.edu ) welcome team ! thank cultivation effort ! really paying !,1,5,157.0,31.4,25.0
3/8/2010,"office day friday , october 20. dad experiencing serious health problem , coming houston doctor 's appointment specialist arranged . going appointment . cell phone ( 713-417-1591 ) check message throughout day . absence , please contact following person friday regarding trading operation issue : gas operation jeff gossett x37306 bob hall x36956 leslie reef x37962 power operation jenny latham x33982 leslie reef x37962 dpr mike moscoso x35242 mpr david maxwell x36983",-1,2,469.0,234.5,72.0
7/12/2010,bitch ? hector campos 01/24/2001 10:31,-1,3,38.0,12.666666666666666,6.0
6/1/2010,thanks nice note . pleased u increased recognition role play within organizaiton . ability job well dependent play key role operation . thanks part continued support . -- sally enron north america corp. : brenda f herod 01/15/2001 04:25,1,2,236.0,118.0,39.0
3/29/2011,http : //eastpower.dev.corp.enron.com/portal/default.aspx,0,3,57.0,19.0,3.0
3/4/2010,"could go trulucks , brennans , river oak , wherever want go . let know e '' k. bass '' < daphneco64 @ bigplanet.com > 03/02/2001 08:33:34 please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,2,197.0,98.5,38.0
6/18/2011,"ok , want something fair , want dillon davis package ? dillon davis , whole team b/c trade think fair team let know think phillip love 08/24/2000 10:09",1,3,151.0,50.333333333333336,28.0
8/27/2010,nsp changed name xcel energy inc. global counterparty overlay nsp record new name tomorrow .,1,3,92.0,30.666666666666668,15.0
3/15/2011,", fit 'm aware , however distribute among recruiter . thanks , johnny",1,3,69.0,23.0,13.0
9/22/2011,"forgot , offered toomer garner terrell jackson - still want fine - look deal .",1,3,78.0,26.0,15.0
6/28/2011,"sally , 've booked company 2-3rd august . ok , 'll get time diary discus want attend structure content day see maximise value session . tim patti - could schedule 30 minute sally please early w/c 7/17 ? thanks",1,2,209.0,104.5,39.0
1/2/2010,"sorry , funny . . . http : //auburn.nu/board/display.cgi ? read=236745",1,5,70.0,14.0,11.0
7/9/2010,"guess sent ! actually pretty interesting see company value analyst , though .",1,4,77.0,19.25,13.0
9/1/2011,"seemingly small scheme thing day enron , 12/14/01 epmi get ferc win miso 's proposed $ 1000 fee non-confirmed transmission service request firm ptp one week longer . ferc used ( house written ) argument almost verbatim !",1,2,220.0,110.0,38.0
5/18/2011,"cp merged pancanadian energy service inc. wish receive notice , please let know .",1,7,81.0,11.571428571428571,14.0
7/11/2010,received executed eei master power purchase sale agreement dated 2/1/2001 referenced cp . copy distributed legal credit .,1,7,121.0,17.285714285714285,18.0
9/9/2011,"say schedule , find tonight nick hiemstra 05/22/2000 10:41",0,7,58.0,8.285714285714286,9.0
4/10/2010,", please determine want following information rika : electrictransmission",1,4,73.0,18.25,9.0
8/24/2011,well looking 24 round trip ticket ( 48 one-ways ) looking spend around $ 200 per round trip ( $ 100 one-way ) . offer size ? thanks prompt attention trying book airfare today one airline another . dirtyred2u @ webtv.net ( david ) 01/05/2001 01:17:09 pm,1,3,252.0,84.0,47.0
6/6/2010,"per request mark haedicke , please see attachment :",1,5,51.0,10.2,9.0
11/26/2010,"t. jae , please note changed vacation/paternity leave schedule shown : oct 1-5 : five ( 5 ) vacation day oct 8-12 : five ( 5 ) `` family leave pay '' day oct 15-19 : five ( 5 ) vacation day thanks !",1,2,198.0,99.0,44.0
6/19/2011,"passing along updated contact information . hope going great , speak soon . best regard , jeff b. lenamon vice president dresdner kleinwort wasserstein credit & counterparty risk mgmt 75 wall street , 33rd floor new york , ny 10005 tel : 212-429-2118 fax : 212-429-2018 received e-mail error wish read e-mail disclaimer statement monitoring policy , please refer http : //www.drkw.com/disc/email/ contact sender .",1,4,413.0,103.25,65.0
3/14/2011,"anything help jo ? tyler school tuesday thursday , nanny home day . would help take albert ? -- sally barry pearce @ enron communication 11/28/2000 05:46 pm",1,2,156.0,78.0,28.0
9/11/2011,"date look fine -- hope something fun planned ! slight glitch receive bonus sheet monday , january 10 turn around time one day . convenient talk phone monday night review bonus group plan meeting first thing tuesday , 11th . yet know time tuesday final change made . -- sally : sheila glover 01/05/2000 09:26",1,6,307.0,51.166666666666664,55.0
9/27/2010,trade pg & e notice . kayne,0,3,27.0,9.0,7.0
4/29/2011,'ll give call trading,0,2,21.0,10.5,4.0
12/8/2011,received executed eei master power purchase sale agreement dated 8/13/01 referenced cp . copy scanned livelink .,1,5,112.0,22.4,17.0
1/29/2011,"well , long time coming ... finally ... moving ! ? new address telephone number . go effect november 6 , 2000 gotten email address yet , forward ! ? physical address ; however , regular mail meade us p.o . box address. ? deliver mail physical address. ? receiving package ups need physical address . ? larry julie holcomb po box 237 503 w. naughton meade , k 67864 ? 316-873-5484 ? ?",-1,3,383.0,127.66666666666667,74.0
1/7/2011,sent copy ...,0,6,13.0,2.1666666666666665,3.0
3/19/2011,"ticket student section game - four . n't know want sit student section b/c really wo n't sitting much - student stand entire game . , want sit , need work getting seat alumnus section . jason - donnita want come , two extra seat student section , assuming said correct . let know",-1,3,279.0,93.0,54.0
2/1/2010,"today 's enron-wide associate prc meeting cancelled . scheduled start 1:30 today , following analyst prc . apparently , analyst prc running long . since meeting scheduled location joe sutton chair , associate prc cancelled . yet rescheduled date . let know . also sending e : mail message associate representing informed cancellation . thanks taking time meet talk performance respective associate preparation prc .",1,1,415.0,415.0,65.0
8/4/2011,"attached please find following document : thanks , lydia x3-9338",1,5,64.0,12.8,10.0
8/4/2010,"outside u.s. , please call one tech support phone number listed worldwide customer support information card . technical support information , please visit web site www.palm.com .",1,2,178.0,89.0,27.0
12/14/2010,"exactly ! mom sent picture hospital anna . could easily mistaken grandmother , 'm afraid . see picture wonder older person ? ! ? -- sally '' cindy white '' < cwhite @ viviance.com > 04/03/2001 09:14:22",-1,5,201.0,40.2,37.0
9/25/2010,well wait lenny get back - get back ? brian hoskins @ enron communication 01/19/2001 09:50,1,2,90.0,45.0,16.0
6/8/2010,going start practicing & m/ut ff tourney - need get team together start practicing .,1,3,84.0,28.0,15.0
4/4/2011,would love join u . -eric,1,3,25.0,8.333333333333334,6.0
8/11/2011,"jd , follow earlier meeting , attached following document cg & e : - tsa network handbook summarizes requirement - request network transmission service ( network application ) - request designate new network resource ( required ready designate resource ) - oatt tariff attachment includes attachment f , network service agreement attachment g , network operating agreement - cg & e tsa , transmission scheduling agent agreement epmi already network transmission agreement place , cg & e indicated process first fill network application send network service agreement network operating agreement . contact cg & e paul jett ( 513 ) 287-1770 steve averbeck ( 513 ) 287-2876. government affair contact gloria ogenyi x 58202. thanks , jeff",1,4,734.0,183.5,117.0
4/18/2011,congratulation expanded role . hope mean get lot money fewer hour !,1,3,67.0,22.333333333333332,12.0
6/22/2010,news data ? -eric,0,6,17.0,2.8333333333333335,4.0
1/2/2010,well go vega guess ? ?,1,5,22.0,4.4,6.0
9/9/2011,"talked dad . fine . able get $ weekend . love , e '' k. bass '' < daphneco64 @ bigplanet.com > 11/17/2000 06:54:31 please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,7,174.0,24.857142857142858,35.0
9/2/2011,"stacey , find reference gas purchase contract . 96029743 reference gas purchase contract pertaining meter no . 821443 , 830165 , 830517 , 8350890. stephanie",-1,6,156.0,26.0,25.0
2/25/2011,"brent & peggy , memo complete exception last paragraph write-up promotion . sally made beginning stab , would like read segment make correction addition see fit ( peggy , case , fill blank ) . received back , call ( 's afternoon ) , final copy distributed . thanks help . patti x39106",1,5,284.0,56.8,53.0
5/23/2010,donna richard promised ( including correct equity comparables report ) . call question . john,1,3,93.0,31.0,15.0
8/18/2011,"may concern : previous year enron sponsored athletic tournament 's employee . participated tournament ranging softball flag football . addition , enron invloved charitable organization community . two thing mind , wanted propose flag football tournament benefit charitable organiztion . know budget sport club reduced ( including flag football ) recently . way enron support employee interaction wellness , time , give back community . question : idea plausible ? , contact regard setting tournament ? thanks advance , eric bass x3-0977",1,4,536.0,134.0,82.0
11/28/2011,"begun beta testing 3 new index : tva , comed , ercot . could please share attached template everyone hourly desk night , would really appreciate ! similar one , includes new index . always , indicative price welcomed ! question , feel free contact u . thank much time . ellen clardy , ph.d. power market analyst tradersnews 713/647-6603 ellen.clardy @ ipgdirect.com - 6ndxtemplate.xls",1,4,384.0,96.0,65.0
1/15/2010,doubleday enron north america corp. : timothy blanchard @ ee 04/18/2000 08:06,0,8,77.0,9.625,12.0
10/19/2011,want go austin tonight ? extra ticket game tomorrow . back houston 5 tomorrow . let know . eric,1,2,95.0,47.5,19.0
8/18/2010,hook 'em !,0,2,10.0,5.0,3.0
9/6/2010,", employee scheduled work thanksgiving holiday ? please advise earliest .",1,2,73.0,36.5,11.0
4/30/2010,found updated version one sent yesterday . best regard,1,4,54.0,13.5,9.0
1/15/2010,"end july fine . planning july 26 , 27 28 , taking 16 year-old tour college campus start junior year . motivational , hope ! -- sally kathie grabstald 06/30/2000 02:48:12 pm",1,8,172.0,21.5,32.0
2/26/2011,"home game meagan dancing half-time routine : friday , september 15 7:00 pm saturday , october 14 7:00 pm friday , october 20 7:00 pm ( homecoming ) chance could added two home game alternate needed . nothing definitive , course . get put routine last year alternate , never know . would love come visit fall , would fun would work around one game . also given schedule cindy , brigeda interested making game . headed dallas early tomorrow morning . patti sent copy itinerary .",1,5,476.0,95.2,87.0
6/1/2011,"almost trade executed merrill lynch assigned allegheny . understanding merrill longer trading financial physical power . deal merrill retain follows 217397 425780 513602 517785 528054 question , please let know .",1,4,212.0,53.0,31.0
10/4/2010,sorry headache . hear slamming head wall good getting rid migraine . oh wait 's work help think something losing lot money - never mind . thurs probably best - maybe next week . e danielle samson < danielles @ jonesgranger.com > 03/20/2000 04:24:43,1,6,248.0,41.333333333333336,44.0
7/3/2011,"greeting enron hourly trader , tradersnews energy would like provide new form use input hourly trade information , including peak hourly . please include actual physical hourly trade attached template along bid-ask indicative spread hour actual trade exist . baughman authorized distribution actual hourly trade information tradersnews energy . follow , night price reporter touch base answer question may . night contact information : a.j . alexander 713-647-7325 aj.alexander @ ipgdirect.com sara jawaid 713-647-8802 sara.jawaid @ ipgdirect.com thanks help participation , gene simpson director- source development gene.simpson @ ipgdirect.com office 713-647-6603 - 6-hub template.xls",1,3,686.0,228.66666666666666,94.0
2/13/2010,"report named : violation/notification memo < http : //erv.corp.enron.com/linkfromexcel.asp ? report_cd=60 & report_name=violation/notification+memo & category_cd=2 & category_name=enron % 20consolidated & toc_hide=1 & stv1=2 & tv1exp=y & current_efct_date=10/08/2001 > , published 10/08/2001 available viewing website . ( revision : 2 ) publisher 's note : violation , restatement yesterday 's preliminary violation final maturity gap figure .",-1,5,443.0,88.6,56.0
2/26/2010,"entergy 's new oasis node available . url new node http : //oasis.e-terrasolutions.com/oasis/ees link old entergy oasis site provided main direct customer new oasis site provided esca . old oasis site bookmarked , please delete old bookmark , create new one using url . new request submitted old oasis node denied . customer difficulty accessing entergy 's new oasis site contact entergy system operation 870 541 3977 .",-1,6,419.0,69.83333333333333,68.0
12/4/2011,"either supposed go meeting ? , could try get 4 5 people ?",0,4,57.0,14.25,13.0
5/8/2010,please keep reference create holiday contact list . thanks .,1,4,60.0,15.0,10.0
7/14/2011,http : //espn.go.com/abcsports/bcs/s/2000/1214/949386.html,0,5,58.0,11.6,3.0
6/10/2010,"weekly bidding process finished , complete transaction website .",0,4,64.0,16.0,9.0
12/23/2010,home cell phone number correct . pager . -- sally christie connell @ enron 07/05/2000 04:10 pm,1,4,94.0,23.5,17.0
8/5/2011,want bid $ 21 kyle brady,1,1,24.0,24.0,6.0
4/27/2010,"attached please find following document : thanks , lydia x3-9338",1,3,64.0,21.333333333333332,10.0
1/25/2011,"sally , excited promotion . privilege see impact made organization , glad see get reward well deserve . simply amaze , tremendous amount respect contribution value . congratulation ! ! ! brenda",1,6,193.0,32.166666666666664,32.0
1/12/2010,bujy6666666jhhb,0,4,15.0,3.75,1.0
6/14/2011,"< < fuel leak test 12_14_01.doc > > thank , bobbi j. kilburn treasury & risk administrator vermont yankee nuclear power corp. ( 802 ) 258-4120 ( 802 ) 258-2101 bobbi.kilburn @ vynpc.com - fuel leak test 12_14_01.doc",-1,2,215.0,107.5,38.0
9/27/2010,"tradersnews energy today officially launched new hourly index ercot , tva/serc comed/main . result , longer e-mailing index receiving free , pre-launch examination . ensure keep getting benefit exclusive price discovery hedging tool , call tradersnews energy sale toll free 1-888-tne-1006 learn subscribe . three new index join original hourly index ( daily forward index ) cinergy , aep/northern ecar entergy/spp . tradersnews index available direct feed via website www.tradersnewsenergy.com visit u energy expo , houston . booth # 922 bobette riner director index tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewsenergy.com",1,3,702.0,234.0,99.0
8/27/2011,"hey jason , new job ? shanna would like know donnita want dinner friday ? let know -e jason bass < jbass @ stdauto.com > 02/21/2001 10:11:30",1,5,140.0,28.0,27.0
9/21/2011,,0,3,,,
2/15/2011,"taking good friday discretionary holiday year . austin daughter official tour info session ut , plus look dorm . patti number reached austin . making final change orig presentation today - reviewing tomorrow austin . e : mailing current draft version , although yet reflect change needed . still trying eliminate page make manageable size . taken work rahil fred done service made appendix - nice work , way much detail presentation .",1,1,434.0,434.0,73.0
10/15/2011,"kathy , town question : westbrook - westbrook power light leadyard - interstate power ivanhoe - ucu zone ef milbank - nwps thanks . lynn",1,7,136.0,19.428571428571427,25.0
12/16/2010,buy enron 60 ?,0,3,14.0,4.666666666666667,4.0
5/15/2011,"sally , global risk ops intranet site production found http : //gro.corp.enron.com . please send email let everyone know . section add customer comment soon follow , 'll keep posted . thanks , vanessa",1,4,200.0,50.0,34.0
11/25/2011,"detail new product : thompsonville receipt pt lobo thompsonville ( meter # 9648 ) tejas thompsonville ( meter # 6351 ) pg & e thompsonville ( meter # 6296 ) delivery pt . ngpl thomsponville ( meter # 1342 ) agua dulce receipt pt . pg & e riverside ( meter # 6040 ) pg & e agua dulce ( meter # 584 ) tennesee agua dulce ( meter # 574 ) lobo agua dulce ( meter # 7038 ) tejas gregory ( meter # 3358 ) channel agua dulce ( meter # 3500 ) mops/nng tivoli ( meter # 5674 ) tomcat ( meter # 553 ) delivery pt . tejas riverside ( meter # 3543 ) ngpl riverside ( meter # 3545 ) channel agua dulce ( meter # 3500 ) tenessee agua dulce ( meter # 694 ) koch bayside ( meter # 3537 ) would like get product bid week possible . let know question . thanks , eric x3-0977",1,4,756.0,189.0,164.0
12/26/2011,"please fill following information email ( fax 713-345-8100 ) soon possible . ( day would great ! ) please select dinner entr , e sunday , oct 22 pan seared medallion black angus tenderloin , grilled chicken breast w/ artichoke , mushroom & light herb sauce hotel reservation : sunday monday night sunday night monday night extend additional night smoking non-smoking room flight information : date arrival airline/flight number houston arrival time shirt size : woman 's men 's size small , med , large , x-large , xx-large thanks , patti x39106",1,4,545.0,136.25,93.0
3/8/2011,tonight 's game cancelled,-1,1,25.0,25.0,4.0
10/30/2011,", please advise interest following candidate . thank , courtnie parker ea ( 713 ) 853-5315 courtnie.parker @ enron.com",1,6,118.0,19.666666666666668,19.0
4/5/2010,"hey , need little bit info . time mapp machine/printer go move weekend long stay ? john : need meet . office open anytime , let know . daniel a. muschar ec project team lead office : 713-853-4344 cell : 281-541-6203 daniel.muschar @ enron.com ccna , mcse , cna , a+",0,5,265.0,53.0,51.0
3/6/2011,dean laurent mentioned list counterparties corresponding enpower acronym . please forward list hourly power desk sure enter deal correctly enpower . thanks .,1,5,157.0,31.4,23.0
5/6/2010,"thanks , guy ! much appreciated . happy fourth . mark & a.j .",1,3,61.0,20.333333333333332,14.0
10/18/2010,"cliff : 4 tix black crowes , third row center . 's office ? 'll come say hello afternoon minute . john",0,2,102.0,51.0,22.0
7/30/2011,"thanks note . glad enjoying portland . still 30th floor , drop sometime town . would love see . -- sally",1,6,104.0,17.333333333333332,21.0
12/18/2010,nice hear . look forward speaking .,1,6,35.0,5.833333333333333,7.0
10/5/2010,"sally , accomplishment requested . sheila",0,2,41.0,20.5,6.0
2/2/2011,"wednesday , september 19th 3 - 3:30pm room - 3125b mime-version : 1.0 content-type : text/plain ; charset=us-ascii content-transfer-encoding : 7bit x-from : baughman jr. , < /o=enron/ou=na/cn=recipients/cn=dbaughm > x-",0,3,218.0,72.66666666666667,30.0
4/20/2010,"hey mom , thing well . looking forward weekend . going happy hour tonight celebrate tim 's engagement . shanna going visit toni tomorrow , apparently taken turn worse . , trying get back work groove vacation . thing homefront ? l , e '' k. bass '' < daphneco64 @ bigplanet.com > 01/05/2001 01:16:32 pm please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,3,361.0,120.33333333333333,67.0
1/4/2011,"test , please ignore . thanks !",1,3,31.0,10.333333333333334,7.0
2/23/2010,": thanks email update yesterday . excited assertively moving forward `` win-win '' arrangement . would appreciate thought complete internal evaluation -- -- leading finalizing contract/document organization ( memory serf discussed executing mid/late-november ? ) . thanks . chuck kaniuka director-sales 215-504-4288 , ext . 217",1,7,327.0,46.714285714285715,46.0
11/28/2010,"next league start run ( i.e . city , ymca , etc. ) ? thanks , eric",1,3,66.0,22.0,17.0
12/24/2010,apologize delay evening . great time vega .,1,8,43.0,5.375,8.0
4/27/2011,"unfortunately dream matchup nixed cotton bowl . ut longer consideration cotton bowl berth . would fun see fare top 5 team . maybe see next year . course , make rose bowl . good luck dallas ! hook 'em texas longhorn - 2001 national champ",1,3,236.0,78.66666666666667,45.0
1/16/2010,"tradersnews hourly , daily term index , along industry coverage , available www.tradersnewsenergy.com . ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy713/647-8690fax : 713/647-7552cell : 832/428-7008bobette.riner @ ipgdirect.comhttp : //www.tradersnewsenergy.com ? ? - dlymrkt 021401.doc",0,3,377.0,125.66666666666667,73.0
7/13/2011,"sally , 've booked company 2-3rd august . ok , 'll get time diary discus want attend structure content day see maximise value session . tim patti - could schedule 30 minute sally please early w/c 7/17 ? thanks",1,6,209.0,34.833333333333336,39.0
12/21/2011,"imagining , would pretty site . lot movement , noise well ? -- sally '' cindy white '' < cwhite @ viviance.com > 04/05/2001 10:23:01",1,8,132.0,16.5,25.0
10/1/2011,thanks list . add hot list . let know a/r . thanks . would love hear trip detail . -- sally peggy hedstrom 03/26/2001 01:54 pm,1,3,126.0,42.0,26.0
6/7/2010,people idiot lqcolombo @ aol.com 08/24/2000 04:46:28 pm,-1,3,55.0,18.333333333333332,8.0
9/12/2010,great !,1,7,7.0,1.0,2.0
1/11/2011,big boat show going 13th . anybody wan na go ? give possible day week attend .,0,2,78.0,39.0,17.0
8/11/2010,karen attached latest status power trading track folk . use template going forward track change . thanks .,1,4,106.0,26.5,18.0
11/11/2011,"remember , draft sunday 11:45 bw-3 rice village . please try time start promptly . -eric",1,6,88.0,14.666666666666666,16.0
1/29/2010,"tradersnews index market commentary , check web site , www.tradersnewspower.com . ? ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ? - dlymrkt 012901.doc",1,6,361.0,60.166666666666664,76.0
5/25/2011,next week interview schedule : tuesday 16th eb3127 jeffrey snyder 2:30-kayne coulter 3:00-don baughman 3:30-juan hernandez 4:00-larry jester tuesday 16th eb3125b steven jacobellis 2:30-larry jester 3:00-juan hernandez 3:30-don baughman 4:00-kayne coulter wednesday 17th eb3127 john franklin 2:30-kayne coulter 3:00-don baughman 3:30-juan hernandez 4:00-larry jester question plese let know . thanks lisa shoemake x39194,1,5,419.0,83.8,53.0
8/22/2011,"follow-up voice mail left last week since n't heard . documentation result sap process audit ? particularly interested area global counterparty interface sap customer vendor master data . experiencing considerable problem curious see finding . audit enough detail , would like come back detailed look .",1,7,302.0,43.142857142857146,46.0
7/6/2011,viewing pleasure . . .,1,3,22.0,7.333333333333333,5.0
8/9/2010,"message rusty tidwell . mg hope everyone merry christmas . son , marcus , would like help anyone may need assistance taking christmas lights/decorations straightening afterwards . realize several elderly resident along people `` weather . '' would glad help , give u call . happy new year , rus tidwell office 281-332-0271 home 281-316-2298 safe happy 2002 ! remeber watch neighbor home remainer holiday . mary g. strickland",1,5,424.0,84.8,69.0
2/7/2011,sap user id p00501250 . initial password birthdate yyyymmdd format . 808333,0,3,75.0,25.0,12.0
2/25/2011,"effective january 22 , 2002 entergy modifying 's current firm redirect policy allow firm redirects submitted later noon prior day start service . complete business practice found entergy 's oasis site .",1,5,202.0,40.4,32.0
8/5/2010,hey hon : great time last night . 're one ok chick . john,1,3,57.0,19.0,14.0
3/10/2010,comed suck ! 713-853-6203,-1,3,25.0,8.333333333333334,4.0
2/13/2010,"jj johnson shown nothing preseason lamar excellent , already talking lamar starte johnson got suspended . n't like fine still n't change fact shaky second rb backup start let alone play . let know phillip love 08/24/2000 09:23",-1,5,226.0,45.2,38.0
1/23/2011,"attached - still quite final - waiting confirmation tom gros philippe bibi . add enron logo top first page ? thanks . also sent version mike jordan , fernley dyson shona input . e : mail copy tom hopwood ? thanks .",1,3,214.0,71.33333333333333,42.0
4/12/2011,ski trip great - really cold lot snow . good time . going peach bowl ? : bryan hull 12/21/2000 01:20 pm,1,6,103.0,17.166666666666668,22.0
12/21/2011,"congratulation lanettte birth nicole mackenzie . pretty name ! london last week got news . hope everyone household well , although know probably bit sleep deprived . pas - although first one really hard believe . please stop soon picture . would love see . -- sally",1,8,265.0,33.125,47.0
2/22/2010,"hi , attached please find resume review . liked thank allowing sit shift guy past night . exposure invaluable . worked closely joe errigo , extremely helpful showing routine job . received hand training work expected shift crew . particular , checkout , price discovery , identifying constraint path , input deal p & l enpower . demanding fast paced nature position exactly appeal . past experience trading scheduling provide good base . would like sit discus opportunity within group . , thank opportunity , hope hear soon . thanks , kp",1,7,537.0,76.71428571428571,92.0
9/19/2011,received following executed eei agreement : sempra energy trading corp. - 11/15/2000 dayton power light company - 12/5/2000 copy distributed legal credit .,1,6,155.0,25.833333333333332,23.0
7/28/2010,"thanks , sarah ! focused getting mail obviously n't proof content well . thanks looking ! -- sally '' sarah marshall '' < sarahm @ flex.net > 01/21/2001 07:19:55 pm",1,3,164.0,54.666666666666664,30.0
12/19/2010,"register palm computingc organizer electronically , must internet connection modem connected computer . prefer , fill send mail-in registration card included palm computing package . special reward registered user : -free software program * -free technical support * * -upgrade information -important update * complete list free software , go www.palm.com/eregdownload * * subject change without notice",1,4,402.0,100.5,57.0
9/12/2011,want eddie ?,1,4,12.0,3.0,3.0
1/13/2010,"attached find list ou alumnus gi system . please look let know alumnus feel added ou team . information spreadsheet taken directly gi , fairly accurate complete . please let know suggestion . thank help . great day ! lexi 3-4585",1,2,228.0,114.0,41.0
5/25/2010,"bryan work dinner go , get loaded tomorrow .",0,4,44.0,11.0,9.0
6/23/2011,"? thank choosing time warner road runner high-speed online provider . search database address found non-serviceable time . system serve zip code , particular part zip code upgraded . adding list person contact expanded service area reach . card sent address service requested giving approximate upgrade date . card includes special offer free installation free month road runner service . please keep card offer processed without . thank choosing time warner road runner look forward serving near future .",1,5,505.0,101.0,79.0
4/25/2010,,0,4,,,
9/26/2011,sorry headache . hear slamming head wall good getting rid migraine . oh wait 's work help think something losing lot money - never mind . thurs probably best - maybe next week . e danielle samson < danielles @ jonesgranger.com > 03/20/2000 04:24:43,1,2,248.0,124.0,44.0
5/5/2010,"dear mike , thank volunteering lead work u upcoming doorstep review . spoken sally think principle good idea get people involved world-wide basis - resource use better ! put together schedule q4 00 - q4 01 would like receive proposed name allocated individual doorstep review . attached latest draft doorstep schedule . please let know next tuesday risk operation spot may able fill ( ) . also , responsible ensuring enron europe ( exception london ) doorstep performed , please let know individual plan allocate review . thanks , shona",1,3,536.0,178.66666666666666,90.0
8/21/2011,request change draft auction system acquiring player . please take look www.fanball.com take link auction ( think auction a-z ) let know option think better .,1,3,158.0,52.666666666666664,26.0
12/14/2010,would like request march 15-16th ( thur . & fri. ) . please let know problem - 'm coordinating plan w/ another family .,1,5,119.0,23.8,24.0
8/3/2010,http : //www.telski.com/tandp/extras/photo_of_day/index.html,0,4,60.0,15.0,3.0
1/6/2010,"case find personally , please aware past new active x release receiving new version first . new version website evening , friday november 16th . notice change , experience problem please call . thank , lindsay lindsay renaud enrononline desk ( 713 ) 345-3703 cell ( 713 ) 628-0048",1,2,280.0,140.0,49.0
10/22/2011,"tradersnews index industry coverage , log www.tradersnewsenergy.com . ? ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ? - dlymrkt 020201.doc",1,2,349.0,174.5,73.0
8/2/2010,hourly index posted ; check web site www.tradersnewspower.com . ? ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ?,1,3,322.0,107.33333333333333,71.0
11/19/2011,"done trade ? richardson , bettis , chrebet freeman 3 starter 1",1,3,62.0,20.666666666666668,12.0
